Usuario;URL;Seguidores;Publicaciones;Categoria;Nicho;Engagement;Origen
bachperformance;https://instagram.com/bachperformance;82000;4834;-;Educación & Coaching;Comentarios Ocultos;tony_stephan_
outofofficegarage;https://instagram.com/outofofficegarage;10000;374;-;-;Comentarios Ocultos;tony_stephan_
outdoor_design_chick;https://instagram.com/outdoor_design_chick;3472;950;-;-;1.07%;tony_stephan_
courtney_butts_nutrition;https://instagram.com/courtney_butts_nutrition;4423;530;-;Salud & Medicina;0.41%;tony_stephan_
dani_the_rd;https://instagram.com/dani_the_rd;6996;2345;-;Tecnología & Software;0.51%;tony_stephan_
dyt.zahidesenakarahan;https://instagram.com/dyt.zahidesenakarahan;4729;632;-;Tecnología & Software;Comentarios Ocultos;tony_stephan_
snezv;https://instagram.com/snezv;74000;2734;-;Educación & Coaching;0.35%;tony_stephan_
hellocharlietobie;https://instagram.com/hellocharlietobie;33000;706;-;-;0.0%;tony_stephan_
paulrevelia;https://instagram.com/paulrevelia;109000;2298;-;Educación & Coaching;0.0%;tony_stephan_
monopoly.bros;https://instagram.com/monopoly.bros;10000;795;-;Real Estate & Arquitectura;0.0%;tony_stephan_
vikingcapital;https://instagram.com/vikingcapital;4543;4000;-;-;0.0%;tony_stephan_
samueltheyellowlab;https://instagram.com/samueltheyellowlab;30000;1034;-;-;2.04%;tony_stephan_
thetownsendhotel;https://instagram.com/thetownsendhotel;10000;1497;-;Lifestyle, Fitness & Food;Comentarios Ocultos;tony_stephan_
nellnutrition;https://instagram.com/nellnutrition;2150;254;-;Salud & Medicina;1.95%;tony_stephan_
whereizchristian;https://instagram.com/whereizchristian;2723;453;-;-;0.0%;tony_stephan_
jimwhitefit;https://instagram.com/jimwhitefit;4111;497;-;Negocios & Emprendimiento;1.53%;tony_stephan_
nutritionbymaha._;https://instagram.com/nutritionbymaha._;3329;152;-;Negocios & Emprendimiento;0.18%;tony_stephan_
realtysolutionsofmi;https://instagram.com/realtysolutionsofmi;30000;563;-;Real Estate & Arquitectura;0.0%;tony_stephan_
nutritionatlanta;https://instagram.com/nutritionatlanta;2014;802;-;-;0.0%;tony_stephan_
sergey.newlayer;https://instagram.com/sergey.newlayer;17000;190;-;Real Estate & Arquitectura;0.24%;tony_stephan_
bassy_sells;https://instagram.com/bassy_sells;3210;198;-;Real Estate & Arquitectura;1.0%;tony_stephan_
jennyshearawn;https://instagram.com/jennyshearawn;4374;2477;-;Educación & Coaching;2.15%;tony_stephan_
blackdogsadventuring;https://instagram.com/blackdogsadventuring;20000;1933;-;Tecnología & Software;0.8%;tony_stephan_
lowcarb.nutrition;https://instagram.com/lowcarb.nutrition;40000;1792;-;Educación & Coaching;0.0%;tony_stephan_
manuel.villacorta;https://instagram.com/manuel.villacorta;8824;2315;-;Salud & Medicina;0.0%;tony_stephan_
drjeffanzalone;https://instagram.com/drjeffanzalone;7856;1384;-;-;0.0%;tony_stephan_
kbg.group;https://instagram.com/kbg.group;18000;241;-;Real Estate & Arquitectura;0.0%;tony_stephan_
dave_and_ang_photo;https://instagram.com/dave_and_ang_photo;7631;2381;-;Arte & Creatividad;1.01%;tony_stephan_
gina.worful;https://instagram.com/gina.worful;8629;834;-;Negocios & Emprendimiento;0.3%;tony_stephan_
teresabowser_;https://instagram.com/teresabowser_;2280;2175;-;Educación & Coaching;0.0%;tony_stephan_
nourishedwithemily;https://instagram.com/nourishedwithemily;3273;3032;-;Tecnología & Software;0.09%;tony_stephan_
brookebullochrd;https://instagram.com/brookebullochrd;3950;987;-;-;2.91%;tony_stephan_
jennabraddockrdn;https://instagram.com/jennabraddockrdn;4858;3123;-;Salud & Medicina;2.45%;tony_stephan_
