Usuario;URL;Seguidores;Publicaciones;Categoria;Nicho;Engagement;Origen
dr.diah_paramita;https://instagram.com/dr.diah_paramita;87000;465;-;doctor;0.19%;drsuleymantas
eva111skin;https://instagram.com/eva111skin;23000;1774;-;founder;0.47%;drsuleymantas
dra.natachaquezada;https://instagram.com/dra.natachaquezada;6110;1095;-;-;0.0%;drsuleymantas
dryannisofficial;https://instagram.com/dryannisofficial;17000;1770;-;founder;0.22%;drsuleymantas
dr.elifgenc;https://instagram.com/dr.elifgenc;13000;247;-;medic;0.0%;drsuleymantas
alperboracom;https://instagram.com/alperboracom;79000;109;-;-;0.0%;drsuleymantas
dr_ali_ghanem;https://instagram.com/dr_ali_ghanem;7572;944;-;medic;1.06%;drsuleymantas
mesut_suren;https://instagram.com/mesut_suren;2807;179;-;ceo;0.0%;drsuleymantas
gokturkdergisi;https://instagram.com/gokturkdergisi;34000;27000;-;pr;0.0%;drsuleymantas
drarshad101;https://instagram.com/drarshad101;8549;194;-;surgeon;0.0%;drsuleymantas
nazlicalli;https://instagram.com/nazlicalli;20000;472;-;podcast;0.0%;drsuleymantas
sofiasantareno;https://instagram.com/sofiasantareno;31000;1757;-;pr;1.36%;drsuleymantas
dr.marciales;https://instagram.com/dr.marciales;3718;140;-;cirujano;0.0%;drsuleymantas
drroykim;https://instagram.com/drroykim;44000;7992;#deepplanefacelift;editor;0.0%;drsuleymantas
osmancoskun;https://instagram.com/osmancoskun;9584;665;-;medic;1.88%;drsuleymantas
oktarasoglu;https://instagram.com/oktarasoglu;36000;1854;-;surgeon;0.0%;drsuleymantas
prof.dr.robertoruffa;https://instagram.com/prof.dr.robertoruffa;4944;1299;-;medic;0.47%;drsuleymantas
drleandrosilvabarbosa;https://instagram.com/drleandrosilvabarbosa;2552;263;-;-;0.0%;drsuleymantas
alivtrading;https://instagram.com/alivtrading;16000;423;-;trading;0.0%;drsuleymantas
prof.dr.jakob;https://instagram.com/prof.dr.jakob;10000;441;-;medic;0.19%;drsuleymantas
doctorstevencohen;https://instagram.com/doctorstevencohen;76000;3535;-;surgeon;0.03%;drsuleymantas
drburaktuncer;https://instagram.com/drburaktuncer;29000;373;-;medic;0.0%;drsuleymantas
avspar;https://instagram.com/avspar;236000;1289;-;-;0.0%;drsuleymantas
startupbell;https://instagram.com/startupbell;208000;987;-;founder;0.0%;drsuleymantas
thomasmalucelli;https://instagram.com/thomasmalucelli;123000;280;-;fitness;1.17%;drsuleymantas
drnabilfakih;https://instagram.com/drnabilfakih;141000;2088;-;md;0.13%;drsuleymantas
tibetyalman;https://instagram.com/tibetyalman;78000;131;-;-;0.62%;drsuleymantas
yucel_paralik;https://instagram.com/yucel_paralik;41000;391;-;-;0.0%;drsuleymantas
drtimmgolueke;https://instagram.com/drtimmgolueke;44000;1176;-;medic;0.0%;drsuleymantas
drfaycalelkouhen;https://instagram.com/drfaycalelkouhen;137000;621;-;pr;0.0%;drsuleymantas
dr.gulmira.bakhytkyzy;https://instagram.com/dr.gulmira.bakhytkyzy;114000;919;-;-;0.0%;drsuleymantas
yuliayyc;https://instagram.com/yuliayyc;169000;212;-;-;0.0%;drsuleymantas
sercangode_docdr;https://instagram.com/sercangode_docdr;85000;713;#revisionrhinoplasty;pr;1.03%;drsuleymantas
alixmhd_;https://instagram.com/alixmhd_;245000;598;-;fashion;0.0%;drsuleymantas
maar.autrement;https://instagram.com/maar.autrement;24000;294;-;music;0.0%;drsuleymantas
drricardokacowicz;https://instagram.com/drricardokacowicz;170000;1347;-;-;0.04%;drsuleymantas
dr_saromytskaya;https://instagram.com/dr_saromytskaya;81000;5054;-;pr;0.01%;drsuleymantas
jordanlee__;https://instagram.com/jordanlee__;233000;390;-;-;0.26%;drsuleymantas
dramariafernandanu;https://instagram.com/dramariafernandanu;216000;515;-;ceo;0.41%;drsuleymantas
nofiltercliniclondon;https://instagram.com/nofiltercliniclondon;75000;1345;-;doctor;0.26%;drsuleymantas
dr.varshinireddy;https://instagram.com/dr.varshinireddy;30000;981;-;founder;2.44%;drsuleymantas
solteroplasticsurgery;https://instagram.com/solteroplasticsurgery;46000;1278;-;founder;0.67%;drsuleymantas
rousssalazarve;https://instagram.com/rousssalazarve;56000;258;-;model;0.6%;drsuleymantas
mahmoudsayed.md;https://instagram.com/mahmoudsayed.md;227000;386;-;consultant;0.01%;drsuleymantas
dancewithgiz;https://instagram.com/dancewithgiz;197000;240;-;-;0.0%;drsuleymantas
dramarifernb;https://instagram.com/dramarifernb;41000;173;-;md;1.62%;drsuleymantas
dr_espino;https://instagram.com/dr_espino;153000;1687;-;surgeon;0.0%;drsuleymantas
federica_ghirardi;https://instagram.com/federica_ghirardi;15000;309;-;model;0.0%;drsuleymantas
dr.rita.lips;https://instagram.com/dr.rita.lips;225000;1693;-;dentist;0.7%;drsuleymantas
sutzboyz;https://instagram.com/sutzboyz;63000;340;-;-;0.0%;drsuleymantas
drahmedmansour;https://instagram.com/drahmedmansour;142000;1255;-;founder;0.06%;drsuleymantas
dr_madhuriagarwal;https://instagram.com/dr_madhuriagarwal;71000;2182;-;founder;0.03%;drsuleymantas
